CBSA,MDIV,STCOU,NAME,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,NPOPCHG2010,NPOPCHG2011,NPOPCHG2012,NPOPCHG2013,NPOPCHG2014,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014
19100,23104,48251,"Johnson County, TX",County or equivalent,150934,150943,151297,152037,153530,154952,157456,354,740,1493,1422,2504,521,1907,1953,1964,1981,227,1282,1170,1216,1233,294,625,783,748,748,29,162,154,175,178,33,37,572,436,1588,62,199,726,611,1766,-2,-84,-16,63,-10
19100,23104,48367,"Parker County, TX",County or equivalent,116927,116927,117294,118500,119757,120207,123164,367,1206,1257,450,2957,319,1266,1285,1349,1368,264,954,913,943,1000,55,312,372,406,368,16,60,54,61,64,301,725,852,-41,2388,317,785,906,20,2452,-5,109,-21,24,137
19100,23104,48425,"Somervell County, TX",County or equivalent,8490,8490,8509,8452,8594,8624,8694,19,-57,142,30,70,29,78,98,82,95,21,75,80,75,88,8,3,18,7,7,1,2,0,3,3,12,-83,125,31,46,13,-81,125,34,49,-2,21,-1,-11,14
19100,23104,48439,"Tarrant County, TX",County or equivalent,1809034,1809537,1816784,1848435,1882822,1913943,1945360,7247,31651,34387,31121,31417,6974,27496,27724,27575,27965,2592,11084,11050,11758,11954,4382,16412,16674,15817,16011,918,5538,5370,5875,5975,1925,9308,12259,9115,9523,2843,14846,17629,14990,15498,22,393,84,314,-92
19100,23104,48497,"Wise County, TX",County or equivalent,59127,59127,59102,59936,60387,61003,61638,-25,834,451,616,635,179,779,722,773,771,128,447,516,471,512,51,332,206,302,259,2,13,15,19,23,-81,478,232,259,373,-79,491,247,278,396,3,11,-2,36,-20
19140,,,"Dalton, GA",Metropolitan Statistical Area,142227,142227,142317,142504,142581,142385,142952,90,187,77,-196,567,491,1968,1901,1897,1855,229,1072,1111,1187,1141,262,896,790,710,714,11,106,84,104,112,-182,-780,-807,-1066,-235,-171,-674,-723,-962,-123,-1,-35,10,56,-24
19140,,13213,"Murray County, GA",County or equivalent,39628,39628,39548,39428,39394,39298,39410,-80,-120,-34,-96,112,119,497,486,518,482,84,345,326,386,384,35,152,160,132,98,9,36,30,32,33,-130,-309,-226,-277,-46,-121,-273,-196,-245,-13,6,1,2,17,27
19140,,13313,"Whitfield County, GA",County or equivalent,102599,102599,102769,103076,103187,103087,103542,170,307,111,-100,455,372,1471,1415,1379,1373,145,727,785,801,757,227,744,630,578,616,2,70,54,72,79,-52,-471,-581,-789,-189,-50,-401,-527,-717,-110,-7,-36,8,39,-51
19180,,,"Danville, IL",Metropolitan Statistical Area,81625,81625,81595,81358,80764,80418,79728,-30,-237,-594,-346,-690,259,1090,1077,1061,1080,164,1029,930,909,919,95,61,147,152,161,6,23,22,24,24,-124,-282,-766,-466,-878,-118,-259,-744,-442,-854,-7,-39,3,-56,3
19180,,17183,"Vermilion County, IL",County or equivalent,81625,81625,81595,81358,80764,80418,79728,-30,-237,-594,-346,-690,259,1090,1077,1061,1080,164,1029,930,909,919,95,61,147,152,161,6,23,22,24,24,-124,-282,-766,-466,-878,-118,-259,-744,-442,-854,-7,-39,3,-56,3
19300,,,"Daphne-Fairhope-Foley, AL",Metropolitan Statistical Area,182265,182265,183216,186694,190561,195443,200111,951,3478,3867,4882,4668,548,2187,2093,2162,2169,537,1819,1884,1912,1947,11,368,209,250,222,67,247,269,284,283,851,2692,3364,4244,3779,918,2939,3633,4528,4062,22,171,25,104,384
19300,,1003,"Baldwin County, AL",County or equivalent,182265,182265,183216,186694,190561,195443,200111,951,3478,3867,4882,4668,548,2187,2093,2162,2169,537,1819,1884,1912,1947,11,368,209,250,222,67,247,269,284,283,851,2692,3364,4244,3779,918,2939,3633,4528,4062,22,171,25,104,384
19340,,,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,379690,379689,380241,380926,382139,383230,383030,552,685,1213,1091,-200,1192,4576,4485,4650,4764,774,3666,3709,3576,3540,418,910,776,1074,1224,92,451,494,534,534,36,-552,-59,-458,-1771,128,-101,435,76,-1237,6,-124,2,-59,-187
19340,,17073,"Henry County, IL",County or equivalent,50486,50485,50432,50267,50071,49750,49635,-53,-165,-196,-321,-115,126,534,506,526,531,108,525,532,524,529,18,9,-26,2,2,0,-1,1,2,2,-72,-160,-157,-366,-85,-72,-161,-156,-364,-83,1,-13,-14,41,-34
19340,,17131,"Mercer County, IL",County or equivalent,16434,16434,16425,16350,16176,16123,15945,-9,-75,-174,-53,-178,50,140,133,143,143,58,164,173,186,173,-8,-24,-40,-43,-30,0,1,1,1,1,0,-64,-139,-25,-146,0,-63,-138,-24,-145,-1,12,4,14,-3
19340,,17161,"Rock Island County, IL",County or equivalent,147546,147546,147632,147256,147065,146804,146063,86,-376,-191,-261,-741,486,1715,1605,1744,1859,298,1546,1575,1469,1438,188,169,30,275,421,71,328,361,381,380,-169,-790,-586,-840,-1498,-98,-462,-225,-459,-1118,-4,-83,4,-77,-44
19340,,19163,"Scott County, IA",County or equivalent,165224,165224,165752,167053,168827,170553,171387,528,1301,1774,1726,834,530,2187,2241,2237,2231,310,1431,1429,1397,1400,220,756,812,840,831,21,123,131,150,151,277,462,823,773,-42,298,585,954,923,109,10,-40,8,-37,-106
19380,,,"Dayton, OH",Metropolitan Statistical Area,799232,799216,800245,801334,802234,801645,800836,1029,1089,900,-589,-809,2394,9438,9720,9560,9571,1776,7961,8001,7950,7948,618,1477,1719,1610,1623,351,1233,1596,1523,1497,196,-1400,-2420,-3736,-3513,547,-167,-824,-2213,-2016,-136,-221,5,14,-416
19380,,39057,"Greene County, OH",County or equivalent,161573,161569,161614,163522,164145,163465,163820,45,1908,623,-680,355,441,1727,1758,1806,1757,281,1245,1347,1362,1350,160,482,411,444,407,94,234,430,357,342,-220,1187,-210,-1526,-349,-126,1421,220,-1169,-7,11,5,-8,45,-45
19380,,39109,"Miami County, OH",County or equivalent,102506,102506,102456,102833,103118,103416,103900,-50,377,285,298,484,274,1151,1173,1068,1106,208,1005,1013,958,966,66,146,160,110,140,15,69,74,77,78,-132,129,53,98,332,-117,198,127,175,410,1,33,-2,13,-66
19380,,39113,"Montgomery County, OH",County or equivalent,535153,535141,536175,534979,534971,534764,533116,1034,-1196,-8,-207,-1648,1679,6560,6789,6686,6708,1287,5711,5641,5630,5632,392,849,1148,1056,1076,242,930,1092,1089,1077,548,-2716,-2263,-2308,-3496,790,-1786,-1171,-1219,-2419,-148,-259,15,-44,-305
19460,,,"Decatur, AL",Metropolitan Statistical Area,153829,153825,153863,153914,153833,153199,153084,38,51,-81,-634,-115,417,1847,1770,1762,1729,353,1659,1609,1598,1581,64,188,161,164,148,22,98,95,112,119,-32,-197,-334,-937,-299,-10,-99,-239,-825,-180,-16,-38,-3,27,-83
19460,,1079,"Lawrence County, AL",County or equivalent,34339,34339,34306,34044,33776,33571,33477,-33,-262,-268,-205,-94,79,344,374,368,359,60,421,388,368,381,19,-77,-14,0,-22,1,0,1,1,1,-42,-189,-260,-210,-47,-41,-189,-259,-209,-46,-11,4,5,4,-26
19460,,1103,"Morgan County, AL",County or equivalent,119490,119486,119557,119870,120057,119628,119607,71,313,187,-429,-21,338,1503,1396,1394,1370,293,1238,1221,1230,1200,45,265,175,164,170,21,98,94,111,118,10,-8,-74,-727,-252,31,90,20,-616,-134,-5,-42,-8,23,-57
19500,,,"Decatur, IL",Metropolitan Statistical Area,110768,110768,110757,110582,110043,109435,108350,-11,-175,-539,-608,-1085,334,1389,1325,1368,1351,248,1172,1188,1190,1138,86,217,137,178,213,23,74,75,84,85,-121,-406,-757,-853,-1378,-98,-332,-682,-769,-1293,1,-60,6,-17,-5
19500,,17115,"Macon County, IL",County or equivalent,110768,110768,110757,110582,110043,109435,108350,-11,-175,-539,-608,-1085,334,1389,1325,1368,1351,248,1172,1188,1190,1138,86,217,137,178,213,23,74,75,84,85,-121,-406,-757,-853,-1378,-98,-332,-682,-769,-1293,1,-60,6,-17,-5
19660,,,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan Statistical Area,590289,590293,590678,591753,595602,601151,609939,385,1075,3849,5549,8788,1390,5400,5556,5431,5480,1776,7185,7304,7632,7493,-386,-1785,-1748,-2201,-2013,212,1118,1132,1183,1183,598,1827,4551,6276,8769,810,2945,5683,7459,9952,-39,-85,-86,291,849
19660,,12035,"Flagler County, FL",County or equivalent,95696,95696,96053,97295,98510,99950,102408,357,1242,1215,1440,2458,202,807,873,735,798,226,1039,1111,1194,1114,-24,-232,-238,-459,-316,45,205,209,227,228,336,1197,1281,1626,2197,381,1402,1490,1853,2425,0,72,-37,46,349
19660,,12127,"Volusia County, FL",County or equivalent,494593,494597,494625,494458,497092,501201,507531,28,-167,2634,4109,6330,1188,4593,4683,4696,4682,1550,6146,6193,6438,6379,-362,-1553,-1510,-1742,-1697,167,913,923,956,955,262,630,3270,4650,6572,429,1543,4193,5606,7527,-39,-157,-49,245,500
19740,,,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,2543482,2543594,2554335,2600843,2647780,2699750,2754258,10741,46508,46937,51970,54508,8534,34785,33961,34959,35245,3888,15255,15752,16525,16921,4646,19530,18209,18434,18324,944,5496,5620,6229,6307,4919,20237,22631,26612,29386,5863,25733,28251,32841,35693,232,1245,477,695,491
19740,,8001,"Adams County, CO",County or equivalent,441603,441687,443668,452202,460653,470547,480718,1981,8534,8451,9894,10171,1801,7291,6922,7197,6915,666,2468,2730,2830,2739,1135,4823,4192,4367,4176,76,740,691,802,832,712,2672,3496,4501,5114,788,3412,4187,5303,5946,58,299,72,224,49
19740,,8005,"Arapahoe County, CO",County or equivalent,572003,572158,574577,585845,596051,608128,618821,2419,11268,10206,12077,10693,1899,7715,7720,7980,7896,888,3429,3367,3599,3717,1011,4286,4353,4381,4179,393,1999,2113,2277,2289,997,4492,3705,5203,4220,1390,6491,5818,7480,6509,18,491,35,216,5
19740,,8014,"Broomfield County, CO",County or equivalent,55889,55860,56266,57433,58992,60306,62138,406,1167,1559,1314,1832,172,700,689,699,737,92,320,331,312,337,80,380,358,387,400,20,100,106,114,115,310,633,1105,913,1186,330,733,1211,1027,1301,-4,54,-10,-100,131
19740,,8019,"Clear Creek County, CO",County or equivalent,9088,9088,9105,9077,9091,9110,9187,17,-28,14,19,77,24,67,68,70,61,32,55,42,49,53,-8,12,26,21,8,3,14,14,15,15,20,-71,-25,-19,57,23,-57,-11,-4,72,2,17,-1,2,-3
19740,,8031,"Denver County, CO",County or equivalent,600158,600025,603365,619390,633868,648401,663862,3340,16025,14478,14533,15461,2314,9588,9222,9474,10051,1005,4125,4125,4347,4630,1309,5463,5097,5127,5421,267,1780,1776,2011,2047,1582,8614,7272,7188,7977,1849,10394,9048,9199,10024,182,168,333,207,16
19740,,8035,"Douglas County, CO",County or equivalent,285465,285465,286920,292538,298576,306297,314638,1455,5618,6038,7721,8341,883,3550,3484,3487,3462,260,903,1041,1050,1108,623,2647,2443,2437,2354,74,358,387,418,417,750,2344,3222,5080,5149,824,2702,3609,5498,5566,8,269,-14,-214,421
19740,,8039,"Elbert County, CO",County or equivalent,23086,23086,23107,23280,23432,23713,24195,21,173,152,281,482,42,181,159,154,167,24,109,117,127,118,18,72,42,27,49,4,9,12,15,15,5,33,104,235,412,9,42,116,250,427,-6,59,-6,4,6
19740,,8047,"Gilpin County, CO",County or equivalent,5441,5441,5463,5447,5453,5572,5851,22,-16,6,119,279,12,46,40,44,43,0,28,27,15,20,12,18,13,29,23,0,1,2,2,2,10,-35,-7,88,246,10,-34,-5,90,248,0,0,-2,0,8
19740,,8059,"Jefferson County, CO",County or equivalent,534543,534583,535600,539540,545621,551548,558503,1017,3940,6081,5927,6955,1358,5533,5547,5756,5801,914,3735,3895,4129,4118,444,1798,1652,1627,1683,105,489,513,568,568,493,1763,3836,3320,4850,598,2252,4349,3888,5418,-25,-110,80,412,-146
19740,,8093,"Park County, CO",County or equivalent,16206,16201,16264,16091,16043,16128,16345,63,-173,-48,85,217,29,114,110,98,112,7,83,77,67,81,22,31,33,31,31,2,6,6,7,7,40,-208,-77,103,175,42,-202,-71,110,182,-1,-2,-10,-56,4
19780,,,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,569633,569633,571883,580741,589453,600086,611549,2250,8858,8712,10633,11463,2048,8261,8583,8717,8814,989,4130,4068,4129,4286,1059,4131,4515,4588,4528,291,1380,1414,1537,1537,855,3199,2762,4418,5325,1146,4579,4176,5955,6862,45,148,21,90,73
19780,,19049,"Dallas County, IA",County or equivalent,66135,66137,66652,69722,72121,74727,77400,515,3070,2399,2606,2673,246,1009,1130,1210,1210,59,354,374,360,391,187,655,756,850,819,22,139,138,154,154,286,2075,1490,1615,1591,308,2214,1628,1769,1745,20,201,15,-13,109
19780,,19077,"Guthrie County, IA",County or equivalent,10954,10954,10943,10861,10771,10675,10722,-11,-82,-90,-96,47,15,101,110,102,106,43,130,111,99,113,-28,-29,-1,3,-7,1,3,3,4,4,16,-50,-92,-78,48,17,-47,-89,-74,52,0,-6,0,-25,2
19780,,19121,"Madison County, IA",County or equivalent,15679,15679,15722,15724,15627,15463,15609,43,2,-97,-164,146,50,160,172,159,160,45,154,127,144,151,5,6,45,15,9,1,7,5,5,5,37,-7,-145,-189,117,38,0,-140,-184,122,0,-4,-2,5,15
19780,,19153,"Polk County, IA",County or equivalent,430640,430635,432243,437770,443984,451822,459862,1608,5527,6214,7838,8040,1612,6477,6657,6700,6795,775,3106,3092,3148,3232,837,3371,3565,3552,3563,264,1215,1251,1355,1355,481,990,1386,2789,3184,745,2205,2637,4144,4539,26,-49,12,142,-62
19780,,19181,"Warren County, IA",County or equivalent,46225,46228,46323,46664,46950,47399,47956,95,341,286,449,557,125,514,514,546,543,67,386,364,378,399,58,128,150,168,144,3,16,17,19,19,35,191,123,281,385,38,207,140,300,404,-1,6,-4,-19,9
19820,,,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,4296250,4296313,4291176,4287145,4292912,4295394,4296611,-5137,-4031,5767,2482,1217,12684,50157,49883,50115,49732,9528,39640,38948,38844,39427,3156,10517,10935,11271,10305,2023,9972,10237,11186,11196,-10763,-24968,-15269,-18601,-20048,-8740,-14996,-5032,-7415,-8852,447,448,-136,-1374,-236
19820,19804,,"Detroit-Dearborn-Livonia, MI",Metropolitan Division,1820584,1820641,1815497,1801614,1792770,1775703,1764804,-5144,-13883,-8844,-17067,-10899,6244,23817,23269,23389,22936,4556,17989,17497,17075,17419,1688,5828,5772,6314,5517,732,3664,3728,4062,4067,-7859,-24160,-18342,-25555,-21314,-7127,-20496,-14614,-21493,-17247,295,785,-2,-1888,831
19820,19804,26163,"Wayne County, MI",County or equivalent,1820584,1820641,1815497,1801614,1792770,1775703,1764804,-5144,-13883,-8844,-17067,-10899,6244,23817,23269,23389,22936,4556,17989,17497,17075,17419,1688,5828,5772,6314,5517,732,3664,3728,4062,4067,-7859,-24160,-18342,-25555,-21314,-7127,-20496,-14614,-21493,-17247,295,785,-2,-1888,831
19820,47664,,"Warren-Troy-Farmington Hills, MI",Metropolitan Division,2475666,2475672,2475679,2485531,2500142,2519691,2531807,7,9852,14611,19549,12116,6440,26340,26614,26726,26796,4972,21651,21451,21769,22008,1468,4689,5163,4957,4788,1291,6308,6509,7124,7129,-2904,-808,3073,6954,1266,-1613,5500,9582,14078,8395,152,-337,-134,514,-1067
19820,47664,26087,"Lapeer County, MI",County or equivalent,88319,88316,88159,88024,88184,88257,88153,-157,-135,160,73,-104,187,809,837,812,807,175,778,725,778,801,12,31,112,34,6,7,42,42,48,50,-187,-220,12,-64,-113,-180,-178,54,-16,-63,11,12,-6,55,-47
19820,47664,26093,"Livingston County, MI",County or equivalent,180967,180967,180987,182334,183013,184392,185596,20,1347,679,1379,1204,440,1709,1710,1743,1697,257,1346,1308,1350,1381,183,363,402,393,316,12,40,49,51,53,-184,724,238,904,854,-172,764,287,955,907,9,220,-10,31,-19
19820,47664,26099,"Macomb County, MI",County or equivalent,840978,840987,841097,842765,847750,854997,860112,110,1668,4985,7247,5115,2214,9001,9112,9231,9241,1866,8012,7980,8181,8163,348,989,1132,1050,1078,387,1902,1998,2192,2188,-653,-978,1919,3660,2192,-266,924,3917,5852,4380,28,-245,-64,345,-343
19820,47664,26125,"Oakland County, MI",County or equivalent,1202362,1202362,1202763,1210910,1220631,1231820,1237868,401,8147,9721,11189,6048,3201,13196,13330,13388,13495,2256,9844,9808,9825,9993,945,3352,3522,3563,3502,860,4221,4304,4712,4716,-1489,893,1981,2807,-1606,-629,5114,6285,7519,3110,85,-319,-86,107,-564
19820,47664,26147,"St. Clair County, MI",County or equivalent,163040,163040,162673,161498,160564,160225,160078,-367,-1175,-934,-339,-147,398,1625,1625,1552,1556,418,1671,1630,1635,1670,-20,-46,-5,-83,-114,25,103,116,121,122,-391,-1227,-1077,-353,-61,-366,-1124,-961,-232,61,19,-5,32,-24,-94
20020,,,"Dothan, AL",Metropolitan Statistical Area,145639,145639,145867,146655,147618,147592,148095,228,788,963,-26,503,436,1840,1826,1727,1727,411,1473,1585,1653,1615,25,367,241,74,112,7,60,76,63,60,198,362,638,-152,320,205,422,714,-89,380,-2,-1,8,-11,11
20020,,1061,"Geneva County, AL",County or equivalent,26790,26790,26793,26829,27002,26742,26712,3,36,173,-260,-30,72,320,306,307,305,117,332,349,334,337,-45,-12,-43,-27,-32,-1,-3,-4,-3,-3,50,33,217,-195,13,49,30,213,-198,10,-1,18,3,-35,-8
20020,,1067,"Henry County, AL",County or equivalent,17302,17302,17287,17403,17248,17224,17190,-15,116,-155,-24,-34,36,189,184,170,168,58,229,233,193,192,-22,-40,-49,-23,-24,3,14,10,12,12,5,128,-117,-22,-9,8,142,-107,-10,3,-1,14,1,9,-13
20020,,1069,"Houston County, AL",County or equivalent,101547,101547,101787,102423,103368,103626,104193,240,636,945,258,567,328,1331,1336,1250,1254,236,912,1003,1126,1086,92,419,333,124,168,5,49,70,54,51,143,201,538,65,316,148,250,608,119,367,0,-33,4,15,32
20100,,,"Dover, DE",Metropolitan Statistical Area,162310,162344,162954,165214,167666,169562,171987,610,2260,2452,1896,2425,538,2197,2171,2195,2219,333,1375,1379,1543,1542,205,822,792,652,677,96,310,535,416,392,299,1041,1132,892,1206,395,1351,1667,1308,1598,10,87,-7,-64,150
20100,,10001,"Kent County, DE",County or equivalent,162310,162344,162954,165214,167666,169562,171987,610,2260,2452,1896,2425,538,2197,2171,2195,2219,333,1375,1379,1543,1542,205,822,792,652,677,96,310,535,416,392,299,1041,1132,892,1206,395,1351,1667,1308,1598,10,87,-7,-64,150
20220,,,"Dubuque, IA",Metropolitan Statistical Area,93653,93653,93893,94507,95147,95912,96370,240,614,640,765,458,285,1160,1162,1191,1194,165,867,863,882,872,120,293,299,309,322,12,71,73,80,80,108,287,278,362,60,120,358,351,442,140,0,-37,-10,14,-4
20220,,19061,"Dubuque County, IA",County or equivalent,93653,93653,93893,94507,95147,95912,96370,240,614,640,765,458,285,1160,1162,1191,1194,165,867,863,882,872,120,293,299,309,322,12,71,73,80,80,108,287,278,362,60,120,358,351,442,140,0,-37,-10,14,-4
20260,,,"Duluth, MN-WI",Metropolitan Statistical Area,279771,279771,279789,279907,279614,279942,280218,18,118,-293,328,276,766,2903,2914,2873,2857,686,2911,2842,2831,2777,80,-8,72,42,80,41,195,233,225,220,-95,71,-593,28,147,-54,266,-360,253,367,-8,-140,-5,33,-171
20260,,27017,"Carlton County, MN",County or equivalent,35386,35386,35410,35475,35311,35383,35571,24,65,-164,72,188,101,368,388,375,366,76,351,345,365,348,25,17,43,10,18,0,5,8,5,5,2,42,-218,29,185,2,47,-210,34,190,-3,1,3,28,-20
20260,,27137,"St. Louis County, MN",County or equivalent,200226,200226,200198,200418,200487,200763,200949,-28,220,69,276,186,533,2058,2045,2097,2085,486,2118,2093,2061,2032,47,-60,-48,36,53,38,177,211,204,199,-111,235,-86,13,68,-73,412,125,217,267,-2,-132,-8,23,-134
20260,,55031,"Douglas County, WI",County or equivalent,44159,44159,44181,44014,43816,43796,43698,22,-167,-198,-20,-98,132,477,481,401,406,124,442,404,405,397,8,35,77,-4,9,3,13,14,16,16,14,-206,-289,-14,-106,17,-193,-275,2,-90,-3,-9,0,-18,-17
20500,,,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,504357,506634,508063,515828,525026,533622,542710,1429,7765,9198,8596,9088,1632,6539,6586,6519,6597,848,3599,3424,3576,3686,784,2940,3162,2943,2911,513,2058,2024,2217,2234,135,2000,3946,3316,3438,648,4058,5970,5533,5672,-3,767,66,120,505
20500,,37037,"Chatham County, NC",County or equivalent,63505,63494,63785,65191,65811,66766,68698,291,1406,620,955,1932,161,669,610,607,598,112,598,628,620,667,49,71,-18,-13,-69,26,98,86,96,103,205,628,580,997,1592,231,726,666,1093,1695,11,609,-28,-125,306
20500,,37063,"Durham County, NC",County or equivalent,267587,269974,270798,276299,282308,288243,294460,824,5501,6009,5935,6217,1032,4214,4321,4232,4335,359,1812,1693,1830,1876,673,2402,2628,2402,2459,304,1275,1246,1357,1361,-156,1701,2073,2011,2205,148,2976,3319,3368,3566,3,123,62,165,192
20500,,37135,"Orange County, NC",County or equivalent,133801,133702,134051,134813,137728,139365,140420,349,762,2915,1637,1055,326,1230,1276,1269,1269,240,749,714,731,738,86,481,562,538,531,183,691,694,765,770,91,-456,1627,271,-249,274,235,2321,1036,521,-11,46,32,63,3
20500,,37145,"Person County, NC",County or equivalent,39464,39464,39429,39525,39179,39248,39132,-35,96,-346,69,-116,113,426,379,411,395,137,440,389,395,405,-24,-14,-10,16,-10,0,-6,-2,-1,0,-5,127,-334,37,-110,-5,121,-336,36,-110,-6,-11,0,17,4
20700,,,"East Stroudsburg, PA",Metropolitan Statistical Area,169842,169842,169940,169860,168465,167130,166314,98,-80,-1395,-1335,-816,408,1452,1353,1443,1413,345,1264,1295,1385,1443,63,188,58,58,-30,40,179,182,197,197,-3,-392,-1652,-1558,-942,37,-213,-1470,-1361,-745,-2,-55,17,-32,-41
20700,,42089,"Monroe County, PA",County or equivalent,169842,169842,169940,169860,168465,167130,166314,98,-80,-1395,-1335,-816,408,1452,1353,1443,1413,345,1264,1295,1385,1443,63,188,58,58,-30,40,179,182,197,197,-3,-392,-1652,-1558,-942,37,-213,-1470,-1361,-745,-2,-55,17,-32,-41
20740,,,"Eau Claire, WI",Metropolitan Statistical Area,161151,161390,161633,162838,163891,164903,165024,243,1205,1053,1012,121,430,1893,1963,1860,1933,228,1241,1273,1272,1255,202,652,690,588,678,14,85,81,94,96,36,516,282,275,-599,50,601,363,369,-503,-9,-48,0,55,-54
